p,d,q,P,D,Q,s,AIC,RMSE
0,3,4,0,0,2,12,2028.910022155785,1125613465715.175
0,3,4,0,0,3,12,259.73778327191974,36.165419810135
0,3,4,0,1,0,12,302.7024228886923,1.766602732606582
0,3,4,0,1,1,12,247.64508144367977,2.2186903787258476
0,3,4,0,1,2,12,1087.568828463283,639268847629.685
0,3,4,0,1,3,12,172.14980235013073,1.816101065399118
0,3,4,0,2,0,12,314.57703718556627,2.56018464672427
0,3,4,0,2,1,12,222.0439010194983,1.306777914199213
0,3,4,0,2,2,12,166.15737710650603,1.8294098378583838
0,3,4,0,2,3,12,120.69399094470273,1.4847894839954312
0,3,4,1,0,0,12,328.0591686085204,1.8227994031421566
0,3,4,1,0,1,12,300.51313038965384,2.2209484854604065
0,3,4,1,0,2,12,2116.5365944291866,2699368527215.326
0,3,4,1,0,3,12,225.3592320498106,1.972921898636968
0,3,4,1,1,0,12,274.9864312022973,2.046688586557334
0,3,4,1,1,1,12,255.0375153590387,2.0014849956552356
0,3,4,1,1,2,12,16.0,33813093939125.74
0,3,4,1,1,3,12,174.24756999124725,1.9822650390498673
0,3,4,1,2,0,12,269.4497204839317,1.9266180709158596
0,3,4,1,2,1,12,224.76213537263015,1.548169806208175
0,3,4,1,2,2,12,174.11308876912724,1.553649245317531
0,3,4,1,2,3,12,119.92884327026327,1.9720541583878435
0,3,4,2,0,0,12,277.31824414805203,2.0026673902087233
0,3,4,2,0,1,12,279.2972938395482,1.9349524138471905
0,3,4,2,0,2,12,2111.774439435433,204489126346522.72
0,3,4,2,0,3,12,227.6468200141153,1.8833408643742446
0,3,4,2,1,0,12,241.8679101685302,1.754364920746143
0,3,4,2,1,1,12,242.56140056963338,1.4313980254778944
0,3,4,2,1,2,12,1188.9470998962383,1066972180239.8613
0,3,4,2,1,3,12,171.12730955839976,2.0932770524455173
0,3,4,2,2,0,12,207.0611692768648,1.2945263299384793
0,3,4,2,2,1,12,193.94203995346777,1.53861118299842
0,3,4,2,2,2,12,179.3823711464504,1.3732958951830343
0,3,4,2,2,3,12,128.26527035987687,1.8833031994796072
0,3,4,3,0,0,12,243.52720522269922,1.8617097220297574
0,3,4,3,0,1,12,244.6724291393925,1.603565661061278
0,3,4,3,0,2,12,1690.3725875734635,1650138646712.1982
0,3,4,3,0,3,12,223.9208009936334,1.3341644089239588
0,3,4,3,1,0,12,189.55437535865556,1.5108993519786453
0,3,4,3,1,1,12,193.95602974214867,2.1056925118681833
0,3,4,3,1,2,12,568.1688867014544,855914772703.9916
0,3,4,3,1,3,12,176.3488737559704,1.2017851134696849
0,3,4,3,2,0,12,145.97126762697175,3.218769071871589
0,3,4,3,2,1,12,147.07160430392602,3.3408408843588213
0,3,4,3,2,2,12,145.91932323162428,1.4518622022334233
0,3,4,3,2,3,12,128.63500227340242,1.1769833685151028
0,3,5,0,0,0,12,435.43700439604083,86.07450110343258
0,3,5,0,0,1,12,359.1882089542614,9.659294587929425
0,3,5,0,0,2,12,376.2298918196339,135738725388854.5
0,3,5,0,0,3,12,252.72925724615985,4.39654519555346
0,3,5,0,1,0,12,300.2324582288094,1.776287109651583
0,3,5,0,1,1,12,246.14357198522322,2.198567200829103
0,3,5,0,1,2,12,959.7106184884959,994677917541.591
0,3,5,0,1,3,12,169.77825220069562,2.940830347097316
0,3,5,0,2,0,12,310.784241907092,2.1723204832877325
0,3,5,0,2,1,12,219.584443393154,1.277507227883554
0,3,5,0,2,2,12,163.71360056813447,1.6958938549621685
0,3,5,0,2,3,12,119.28498468387124,1.4001967055035276
0,3,5,1,0,0,12,329.6152637014446,1.7529641739916542
0,3,5,1,0,1,12,298.52099605117803,2.2118856258544155
0,3,5,1,0,2,12,520.9243223499041,976839791801624.1
0,3,5,1,0,3,12,217.5970895998922,3.0338088465564543
0,3,5,1,1,0,12,276.23912850505184,1.9994064031223975
0,3,5,1,1,1,12,248.20348836626923,2.1977802155736748
0,3,5,1,1,2,12,986.7399385764231,1439223978030.9514
0,3,5,1,1,3,12,163.3076900609139,2.144933223637909
0,3,5,1,2,0,12,271.49284416060596,1.9289854385337588
0,3,5,1,2,1,12,220.56241586894126,1.5561677640008302
0,3,5,1,2,2,12,171.6749311900596,1.5284651204181836
0,3,5,1,2,3,12,116.01828043819779,1.9014181369732421
0,3,5,2,0,0,12,278.17153325018637,1.9252301258640765
0,3,5,2,0,1,12,280.38926878476855,1.9457745307120473
0,3,5,2,0,2,12,398.39777001590625,80037691772150.58
0,3,5,2,0,3,12,219.5939722821935,2.9913469223202305
0,3,5,2,1,0,12,241.8006876456471,1.7626257818811994
0,3,5,2,1,1,12,241.60720180596599,1.4726948640394506
0,3,5,2,1,2,12,985.2366770026381,35096911268432.66
0,3,5,2,1,3,12,166.59434712278903,1.331949304925529
0,3,5,2,2,0,12,206.83614966606982,1.9536434395637072
0,3,5,2,2,1,12,196.10588149044278,1.4732673043238433
0,3,5,2,2,2,12,179.5775694275609,1.4359676214007777
0,3,5,2,2,3,12,121.55181048106884,1.4393870482287623
0,3,5,3,0,0,12,243.5936252233138,1.82797605437286
0,3,5,3,0,1,12,243.50795259358625,1.4644767287988532
0,3,5,3,0,2,12,22.0,33968157628396.305
0,3,5,3,0,3,12,223.95626131170562,1.1750094834369569
0,3,5,3,1,0,12,189.47849419819894,1.5824403303573773
0,3,5,3,1,1,12,193.41903799363638,1.670695340201181
0,3,5,3,1,2,12,575.0666961306821,180013643769.32516
0,3,5,3,1,3,12,173.48482186671222,0.9755340215048994
0,3,5,3,2,0,12,147.3643736454412,3.644460678102234
0,3,5,3,2,1,12,148.72032386788752,3.8673368977324443
0,3,5,3,2,2,12,177.31140509372972,1.6278870904394909
0,3,5,3,2,3,12,129.09580012931215,4.933299246722892
0,4,0,0,0,0,12,592.3776484282863,97.44176417032128
0,4,0,0,0,1,12,510.32581338715215,34.44269945604319
0,4,0,0,0,2,12,2497.367037469223,3122113.6118606436
0,4,0,0,0,3,12,370.43901096357536,59.43780122944211
0,4,0,0,1,0,12,556.8644483621742,482.68624232422053
0,4,0,0,1,1,12,453.7765682442177,283.1729736496911
0,4,0,0,1,2,12,2486.446040436139,586.7707557017306
0,4,0,0,1,3,12,296.16576573054084,275.8453898798134
0,4,0,0,2,0,12,539.9177390091999,862.4043502840068
0,4,0,0,2,1,12,413.394100905977,543.5877181120462
0,4,0,0,2,2,12,312.18349344695883,567.3996206941698
0,4,0,0,2,3,12,234.4572526902812,878.8883792647242
0,4,0,1,0,0,12,515.9443666581448,38.102999998007306
0,4,0,1,0,1,12,512.187008914467,34.1221446230421
0,4,0,1,0,2,12,2098.094729446278,2501444.182525012
0,4,0,1,0,3,12,371.54755790142525,98.49598499811681
0,4,0,1,1,0,12,464.891273151894,303.52147837379573
0,4,0,1,1,1,12,454.53070527429225,180.181880439289
0,4,0,1,1,2,12,2110.425070142384,480.9188945637421
0,4,0,1,1,3,12,289.5840332810439,640.8307786219312
0,4,0,1,2,0,12,427.3650782286375,410.98382254669497
0,4,0,1,2,1,12,408.1526652291493,424.50076330518993
0,4,0,1,2,2,12,315.58256386410926,623.8884376770179
0,4,0,1,2,3,12,229.97519739027902,852.756486977943
0,4,0,2,0,0,12,448.7264784612763,18.13997922729392
0,4,0,2,0,1,12,450.71413484482997,17.934484509040047
0,4,0,2,0,2,12,2144.3063674058726,4362349.616746063
0,4,0,2,0,3,12,372.8421945633392,135.46841373897425
0,4,0,2,1,0,12,392.81233168650317,325.83990238250476
0,4,0,2,1,1,12,387.21655932080455,148.1996950322947
0,4,0,2,1,2,12,2098.31149246019,1371.3467087058532
0,4,0,2,1,3,12,295.69115544666755,299.8155594020732
0,4,0,2,2,0,12,332.5357243965907,295.4774669546777
0,4,0,2,2,1,12,326.1100967610391,394.45226349968203
0,4,0,2,2,2,12,317.0156203283459,685.4697289405515
0,4,0,2,2,3,12,231.8573483328357,888.0563424923874
0,4,0,3,0,0,12,379.22812927714267,59.507516637899045
0,4,0,3,0,1,12,376.25515893211565,258.8440822455568
0,4,0,3,0,2,12,1797.1864626334857,4096128.0441128556
0,4,0,3,0,3,12,374.66625243568444,51.10104531548682
0,4,0,3,1,0,12,301.1546081718196,394.61504433694535
0,4,0,3,1,1,12,297.4780865443681,943.8781247198948
0,4,0,3,1,2,12,1510.9966590346917,2450.688812432618
0,4,0,3,1,3,12,291.0110973855804,597.3868688752721
0,4,0,3,2,0,12,218.85361417020087,1155.2606513577637
0,4,0,3,2,1,12,220.6917360282741,1129.6945540594745
0,4,0,3,2,2,12,219.08670362145182,970.1833353338627
0,4,0,3,2,3,12,214.5758076775189,957.6897383134444
0,4,1,0,0,0,12,497.62347521944054,146.78270556769655
0,4,1,0,0,1,12,425.4545860185151,138.05500615275366
0,4,1,0,0,2,12,143.12258258395227,5743266727671826.0
0,4,1,0,0,3,12,308.5914608836928,156.93553668144156
0,4,1,0,1,0,12,465.8698601897173,86.31217104434336
0,4,1,0,1,1,12,376.05581851742403,29.62881147707549
0,4,1,0,1,2,12,936.7329335460171,7347666247860.633
0,4,1,0,1,3,12,246.206036347422,25.371023624863483
0,4,1,0,2,0,12,460.91556277573284,249.2852475180461
0,4,1,0,2,1,12,347.98820082800603,67.81037730219312
0,4,1,0,2,2,12,261.53016303056353,18.222848747542734
0,4,1,0,2,3,12,196.3910467090945,59.44799147471911
0,4,1,1,0,0,12,436.5139724260741,139.57796676686374
0,4,1,1,0,1,12,427.4537957185178,138.19990436979438
0,4,1,1,0,2,12,3696.986742025122,281282303609.48596
0,4,1,1,0,3,12,310.15257750253755,138.1808812265851
0,4,1,1,1,0,12,393.5667388497635,2.1846772466935898
0,4,1,1,1,1,12,377.9401281454339,18.60463348448032
0,4,1,1,1,2,12,935.0970063872787,14433405713552.426
0,4,1,1,1,3,12,242.43293620547965,80.12788877654044
0,4,1,1,2,0,12,371.02950594064066,84.07784028636583
0,4,1,1,2,1,12,345.69013350585107,2.8213202458113873
0,4,1,1,2,2,12,267.15497637583536,16.113763076096543
0,4,1,1,2,3,12,194.13942450329228,38.62307973410045
0,4,1,2,0,0,12,380.3424570578735,101.95234389547902
0,4,1,2,0,1,12,382.34211021219613,102.10284574478212
0,4,1,2,0,2,12,3709.02921068653,168174022852.6336
0,4,1,2,0,3,12,311.5101078981078,157.1415160382981
0,4,1,2,1,0,12,333.2556393040637,9.621118504099112
0,4,1,2,1,1,12,327.2028584152987,8.459900385080047
0,4,1,2,1,2,12,868.260054225382,4053020251115.6323
0,4,1,2,1,3,12,242.76510389231026,103.73586037558798
0,4,1,2,2,0,12,288.84329398204585,12.87378385442897
0,4,1,2,2,1,12,281.0280564763769,12.531625023383192
0,4,1,2,2,2,12,268.95565380873535,18.032456822619313
0,4,1,2,2,3,12,196.1407791835818,37.62213999606634
0,4,1,3,0,0,12,323.27155531113317,123.45405811827514
0,4,1,3,0,1,12,325.2323460174367,121.99114884104824
0,4,1,3,0,2,12,1419.8907343444744,385014094045484.94
0,4,1,3,0,3,12,313.5095421189844,157.65319432213946
0,4,1,3,1,0,12,259.0640453166677,70.17508448776177
0,4,1,3,1,1,12,254.47797396286504,116.13661057234911
0,4,1,3,1,2,12,339.88058460622887,6401458479341.033
0,4,1,3,1,3,12,241.50546901942644,151.15600077079608
0,4,1,3,2,0,12,189.40124404177385,112.99889988897309
0,4,1,3,2,1,12,191.38658092020023,110.07398799737328
0,4,1,3,2,2,12,190.1422818272902,135.1140480757996
0,4,1,3,2,3,12,180.9458233264722,142.34076337810683
0,4,2,0,0,0,12,462.1824727546494,43.943120864077535
0,4,2,0,0,1,12,382.7381594390299,39.08457806663567
0,4,2,0,0,2,12,1717.10711484816,12714.458153868105
0,4,2,0,0,3,12,272.88695405182796,28.342279570163072
0,4,2,0,1,0,12,384.4666277669651,13.833426944063856
0,4,2,0,1,1,12,304.89217400657253,9.36903743562567
0,4,2,0,1,2,12,2276.561511119774,109.15629383970366
0,4,2,0,1,3,12,199.37780709848687,12.23614610883142
0,4,2,0,2,0,12,390.9675797333648,51.98125271812956
0,4,2,0,2,1,12,285.33801598788716,12.761602882381487
0,4,2,0,2,2,12,212.3316523479706,5.217271171568596
0,4,2,0,2,3,12,157.65522628613212,12.103503759388406
0,4,2,1,0,0,12,386.4419345280463,27.653077828165454
0,4,2,1,0,1,12,366.34435598410016,7.101269989503829
0,4,2,1,0,2,12,1932.0835420004646,343266.9100638519
0,4,2,1,0,3,12,263.24979308869985,3.834753277709075
0,4,2,1,1,0,12,331.3968562960956,5.007528311686299
0,4,2,1,1,1,12,307.8573499574664,16.247182691068335
0,4,2,1,1,2,12,2268.1473553889646,75.02972369953542
0,4,2,1,1,3,12,198.12481686972225,7.681306626008607
0,4,2,1,2,0,12,322.24406925385483,20.04197153120533
0,4,2,1,2,1,12,285.83600525287693,1.1246198754842642
0,4,2,1,2,2,12,221.94206835848274,1.831088590172863
0,4,2,1,2,3,12,158.48078930612306,5.205018456489021
0,4,2,2,0,0,12,328.1813413558716,10.385937517351177
0,4,2,2,0,1,12,322.45731518034785,5.941640202771357
0,4,2,2,0,2,12,2069.2449206441484,2650523.626667367
0,4,2,2,0,3,12,263.9455779004486,3.368973787720292
0,4,2,2,1,0,12,281.01798951183986,3.9983225164903007
0,4,2,2,1,1,12,282.35552800588664,4.4653094657119246
0,4,2,2,1,2,12,2256.708406580868,488.9175147238214
0,4,2,2,1,3,12,198.06724938708763,3.996644597732065
0,4,2,2,2,0,12,250.04843140189158,10.81993553966871
0,4,2,2,2,1,12,236.08929867058794,2.809603718721268
0,4,2,2,2,2,12,223.93569927274874,1.8341843015798274
0,4,2,2,2,3,12,164.41416149861786,3.456804254415007
0,4,2,3,0,0,12,280.34465034443747,12.237505836973394
0,4,2,3,0,1,12,280.9366034911543,12.316807514296906
0,4,2,3,0,2,12,1283.1722862849108,334.6942012814727
0,4,2,3,0,3,12,261.1872926743876,7.356949754336869
0,4,2,3,1,0,12,217.93443191052998,4.354398814197595
0,4,2,3,1,1,12,222.72061639873306,6.401085548808307
0,4,2,3,1,2,12,1594.848596771521,29752.530325369164
0,4,2,3,1,3,12,201.3172699161909,7.084956198803347
0,4,2,3,2,0,12,166.5192385852817,26.56168021690204
0,4,2,3,2,1,12,168.21839885893212,21.04310556605445
0,4,2,3,2,2,12,176.86463694435287,34.13476873796745
0,4,2,3,2,3,12,158.89734246679072,40.13330147414879
0,4,3,0,0,0,12,452.668295779416,48.37834014798908
0,4,3,0,0,1,12,381.04569988551896,39.46071241688045
0,4,3,0,0,2,12,2027.2886793492644,1652960.4791925154
0,4,3,0,0,3,12,268.42904593186813,18.46578667524881
0,4,3,0,1,0,12,325.35272766852336,1.1653419232517048
0,4,3,0,1,1,12,260.4988617229945,2.6055399912341466
0,4,3,0,1,2,12,2030.0692292005122,47169.589345181615
0,4,3,0,1,3,12,175.49195101704728,4.290754481402879
0,4,3,0,2,0,12,339.1166252024519,3.9009137738324786
0,4,3,0,2,1,12,238.87905754563496,1.7493123865788565
0,4,3,0,2,2,12,177.27933230482458,1.1981008035758491
0,4,3,0,2,3,12,131.6374505212283,3.5464594946342625
0,4,3,1,0,0,12,347.6689185076621,1.4707532760461184
0,4,3,1,0,1,12,319.62711744040445,2.926048882723729
0,4,3,1,0,2,12,2030.4461404630774,1725115.3161887561
0,4,3,1,0,3,12,235.20123670030878,5.629621939658062
0,4,3,1,1,0,12,296.1037431346014,7.590301744850157
0,4,3,1,1,1,12,275.57803286534624,8.090706475687409
0,4,3,1,1,2,12,1940.9890033536572,30910.73095521217
0,4,3,1,1,3,12,176.50904088270428,3.7139764852322075
0,4,3,1,2,0,12,288.19400732102207,2.5098922642317554
0,4,3,1,2,1,12,245.90027044979135,2.49358944547931
0,4,3,1,2,2,12,187.4467366787063,2.216866416472416
0,4,3,1,2,3,12,129.95678619135134,1.4820509543644462
0,4,3,2,0,0,12,293.66477052736616,1.732400691171191
0,4,3,2,0,1,12,288.2561048249678,5.078925179769053
0,4,3,2,0,2,12,2024.2441620133345,1148300.6704984026
0,4,3,2,0,3,12,236.70383411287787,4.376254648634298
0,4,3,2,1,0,12,250.9156357235804,3.1490531896376726
0,4,3,2,1,1,12,252.12751121420712,2.6789792186498858
0,4,3,2,1,2,12,1874.6771933114546,47909.88343953744
0,4,3,2,1,3,12,180.11282787487946,7.296172250281462
0,4,3,2,2,0,12,220.54835672021338,1.3791258634036228
0,4,3,2,2,1,12,204.16703852455814,2.5567757493374517
0,4,3,2,2,2,12,189.59566089237148,2.027868573209101
0,4,3,2,2,3,12,148.79744715022315,63.44252525211059
0,4,3,3,0,0,12,252.62795670291524,3.1323772916103567
0,4,3,3,0,1,12,253.81780628924545,2.8979423340963244
0,4,3,3,0,2,12,1396.2559803721774,867.4505236486459
0,4,3,3,0,3,12,239.12018464563076,5.53099046696375
0,4,3,3,1,0,12,199.04507283173314,3.0481316433006804
0,4,3,3,1,1,12,206.0239028222937,8.479009314520695
0,4,3,3,1,2,12,1183.1301739787777,15556.907582082551
0,4,3,3,1,3,12,191.95337292375663,4.038322389679065
0,4,3,3,2,0,12,154.9757278573833,2.4233464894845946
0,4,3,3,2,1,12,156.36936691893493,2.600659493552875
0,4,3,3,2,2,12,202.96339330743308,3.6857555860475557
0,4,3,3,2,3,12,175.8016093109725,18.68207996835022
0,4,4,0,0,0,12,459.267324478711,220.99101411326888
0,4,4,0,0,1,12,387.5983045835383,193.1182729955501
0,4,4,0,0,2,12,3159.0002527000997,146273955951.99658
0,4,4,0,0,3,12,270.7436742339105,171.94892001472166
0,4,4,0,1,0,12,318.0760607540988,1.7336722800361353
0,4,4,0,1,1,12,266.0660553279848,3.8047465266931537
0,4,4,0,1,2,12,14.0,205385297964181.94
0,4,4,0,1,3,12,175.45184131988518,5.035556624480367
0,4,4,0,2,0,12,336.8484706606776,3.9623456183572543
0,4,4,0,2,1,12,244.09252014195636,1.7264606670348757
0,4,4,0,2,2,12,181.55105511874734,1.5814375314668183
0,4,4,0,2,3,12,139.18762209980721,4.74049070640705
0,4,4,1,0,0,12,366.7496510341765,1.3912868055437648
0,4,4,1,0,1,12,326.2868697405269,5.923691804338987
0,4,4,1,0,2,12,2805.802834204147,416166661889.8957
0,4,4,1,0,3,12,234.60975372810697,13.274372922604767
0,4,4,1,1,0,12,293.590502896403,3.4240764201265304
0,4,4,1,1,1,12,274.9359184789429,5.6615085172352595
0,4,4,1,1,2,12,16.0,110306843721609.98
0,4,4,1,1,3,12,176.07257537227184,4.047831926100295
0,4,4,1,2,0,12,287.85685849340575,1.9273279718937097
0,4,4,1,2,1,12,245.3130862517488,4.562319329604923
0,4,4,1,2,2,12,192.8304669685553,1.938713885600591
0,4,4,1,2,3,12,130.59106243291944,1.2413561336010162
0,4,4,2,0,0,12,307.33795977994055,3.29329996525688
0,4,4,2,0,1,12,304.426992492525,7.68743738131662
0,4,4,2,0,2,12,2815.6365253140575,209378155288.77087
0,4,4,2,0,3,12,240.1747381416774,6.350945157035723
0,4,4,2,1,0,12,258.80671375050986,5.007828910265121
0,4,4,2,1,1,12,257.1306660066974,8.143653872859847
0,4,4,2,1,2,12,18.0,72805784940093.28
0,4,4,2,1,3,12,176.23365180665837,1.6934188490335036
0,4,4,2,2,0,12,218.28143516622023,9.80552648922814
0,4,4,2,2,1,12,236.0445814593665,2.6337637138571153
0,4,4,2,2,2,12,194.1392915444554,3.010052624462478
0,4,4,2,2,3,12,133.5007478272137,5.60227204363009
0,4,4,3,0,0,12,260.10440731812565,4.170781586797196
0,4,4,3,0,1,12,262.87528518136867,7.120147363566931
0,4,4,3,0,2,12,2469.997021058395,284869510866.8401
0,4,4,3,0,3,12,238.33316264427407,14.521427521401666
0,4,4,3,1,0,12,201.63696572292852,6.176534306546625
0,4,4,3,1,1,12,214.78092780280986,5.174209658209427
0,4,4,3,1,2,12,101.04412295859812,416531242424799.9
0,4,4,3,1,3,12,184.25260779814957,13.458082317803695
0,4,4,3,2,0,12,156.93378489304723,2.0812024484980762
0,4,4,3,2,1,12,157.9137901062128,2.3507314778361117
0,4,4,3,2,2,12,195.1409115961226,1.6457837277554797
0,4,4,3,2,3,12,144.5655609162948,10.341330711266176
0,4,5,0,0,0,12,433.9689129841874,97.01326058645697
0,4,5,0,0,1,12,369.6443170733121,76.5600556606788
0,4,5,0,0,2,12,1131.153731011272,543856349550816.44
0,4,5,0,0,3,12,256.4211600561571,38.85610309997476
0,4,5,0,1,0,12,308.3680167378769,1.2178035413751482
0,4,5,0,1,1,12,267.13056582856717,4.649246225586087
0,4,5,0,1,2,12,16.0,6992887653816.579
0,4,5,0,1,3,12,171.8529078600247,14.682987348867362
0,4,5,0,2,0,12,318.80152941117865,2.120057360695207
0,4,5,0,2,1,12,233.91258872690585,1.4638861864059665
0,4,5,0,2,2,12,187.6869686162072,15.06401438244338
0,4,5,0,2,3,12,139.2400547114073,5.967438759454516
0,4,5,1,0,0,12,360.93563353892665,1.3407815264832035
0,4,5,1,0,1,12,316.06897521503663,3.1697667605984425
0,4,5,1,0,2,12,1013.4761151075292,573794025998731.2
0,4,5,1,0,3,12,230.37283482534318,10.236350565946323
0,4,5,1,1,0,12,304.2011577226126,8.821024505043825
0,4,5,1,1,1,12,270.45285471579996,4.251205725502591
0,4,5,1,1,2,12,83.07593542475763,18296749616904.23
0,4,5,1,1,3,12,172.80042296359596,5.344543635114527
0,4,5,1,2,0,12,294.6010005636037,5.970071066728924
0,4,5,1,2,1,12,238.00466468745125,6.728124338426652
0,4,5,1,2,2,12,177.6244083007419,1.4115415098766124
0,4,5,1,2,3,12,136.90640224565578,1.4631641000947635
0,4,5,2,0,0,12,300.5047491614877,2.882944840457323
0,4,5,2,0,1,12,299.5355201971644,2.35769387363549
0,4,5,2,0,2,12,1021.7975052221866,5513365119884.966
0,4,5,2,0,3,12,232.59601915426882,4.52725070801057
0,4,5,2,1,0,12,247.1403794734931,3.554034099132179
0,4,5,2,1,1,12,249.87784029901533,3.4303112657715915
0,4,5,2,1,2,12,20.0,11982713112116.215
0,4,5,2,1,3,12,176.6760549080741,12.647164857215499
0,4,5,2,2,0,12,276.5069656523417,20.92274925241686
0,4,5,2,2,1,12,213.40253901185935,3.577582790113563
0,4,5,2,2,2,12,191.81545330099553,3.5565544649927894
0,4,5,2,2,3,12,170.8394442079557,141.16630901809648
0,4,5,3,0,0,12,258.728868737726,2.6724609690568606
0,4,5,3,0,1,12,261.1796270973223,2.805955627447705
0,4,5,3,0,2,12,732.1346659517892,712142310868748.2
0,4,5,3,0,3,12,231.93879754498133,3.9252040744712198
0,4,5,3,1,0,12,209.02643618830095,6.696235832830328
0,4,5,3,1,1,12,203.39962956204297,5.551545685785805
0,4,5,3,1,2,12,175.653682108181,1505374278026573.5
0,4,5,3,1,3,12,183.90129404230413,18.012872901806766
0,4,5,3,2,0,12,161.82493829997247,8.046609355132672
0,4,5,3,2,1,12,161.04969945359306,1.866822381293175
0,4,5,3,2,2,12,227.77628274987228,48.56849993998593
0,4,5,3,2,3,12,189.68093493912585,6.049149852534684
0,5,0,0,0,0,12,691.8569071918247,447.254991593924
0,5,0,0,0,1,12,597.097588643283,80.93393752455819
0,5,0,0,0,2,12,1364.6413103893804,804.6443802390912
0,5,0,0,0,3,12,428.5760739913261,237.83098627865192
0,5,0,0,1,0,12,643.9584523664315,4427.726165056963
0,5,0,0,1,1,12,527.2689463587642,3837.07459020172
0,5,0,0,1,2,12,1605.328146450501,3243205.6881874944
0,5,0,0,1,3,12,340.47150041080374,3574.7219908255634
0,5,0,0,2,0,12,612.5794421211749,2292.07800847967
0,5,0,0,2,1,12,471.67412673987945,6119.569440304761
0,5,0,0,2,2,12,355.1322644537118,8566.59566465714
0,5,0,0,2,3,12,263.49642439516356,8252.359751355269
0,5,0,1,0,0,12,603.7761650967068,66.36817822261567
0,5,0,1,0,1,12,599.053694622285,48.105863303444
0,5,0,1,0,2,12,1896.559707377472,188.29399592807266
0,5,0,1,0,3,12,429.46525744981165,1028.0948907103268
0,5,0,1,1,0,12,537.973816954757,5513.96760917255
0,5,0,1,1,1,12,528.1212461391227,3240.2298125369825
0,5,0,1,1,2,12,1724.0770184160058,63110.79489346717
0,5,0,1,1,3,12,331.02780873962877,3879.6960499729394
0,5,0,1,2,0,12,484.36246246924367,4592.396880506346
0,5,0,1,2,1,12,464.8846621228202,7447.340579313647
0,5,0,1,2,2,12,357.1960565530332,7863.638615127873
0,5,0,1,2,3,12,258.00152555679284,7806.862228433431
0,5,0,2,0,0,12,522.0800441957108,891.7117473024458
0,5,0,2,0,1,12,524.0603762227748,872.1247263353589
0,5,0,2,0,2,12,2088.435504331678,77.19659357543406
0,5,0,2,0,3,12,430.8772245593554,253.98075560010503
0,5,0,2,1,0,12,452.60085873753894,5551.928130312295
0,5,0,2,1,1,12,452.74744469271974,5432.280267842236
0,5,0,2,1,2,12,2351.7077310885006,13839.926853240371
0,5,0,2,1,3,12,332.92488536710033,3871.2310352754453
0,5,0,2,2,0,12,375.7846422336117,6339.572550974034
0,5,0,2,2,1,12,368.9807657851589,7557.842408053345
0,5,0,2,2,2,12,358.5049294752059,8183.706030207856
0,5,0,2,2,3,12,259.7688669139793,7598.206524091598
0,5,0,3,0,0,12,436.9058772101303,885.2003923704575
0,5,0,3,0,1,12,433.121598678493,794.6731233951043
0,5,0,3,0,2,12,1785.509845663064,1922.8269422419917
0,5,0,3,0,3,12,427.4849491308387,1117.6932902305782
0,5,0,3,1,0,12,344.47699887874677,3407.160695154328
0,5,0,3,1,1,12,341.8618935270746,5280.582892741337
0,5,0,3,1,2,12,1331.0347710923722,124302.70581124189
0,5,0,3,1,3,12,335.06949329916165,2753.3492419585173
0,5,0,3,2,0,12,248.6719193886765,8253.232471634565
0,5,0,3,2,1,12,250.25501713551762,8322.72752146639
0,5,0,3,2,2,12,252.21441812195383,8327.193131656946
0,5,0,3,2,3,12,243.3745363259152,5205.0947173708555
0,5,1,0,0,0,12,586.089139414628,79.52866353151327
0,5,1,0,0,1,12,503.84795142872105,51.40670432330442
0,5,1,0,0,2,12,1261.5118615291292,96394341778053.27
0,5,1,0,0,3,12,362.3942401478273,123.2095745977475
0,5,1,0,1,0,12,549.7143136736378,469.36683194364986
0,5,1,0,1,1,12,446.8863666136423,270.9828326879193
0,5,1,0,1,2,12,398.2283157821728,909678936935918.4
0,5,1,0,1,3,12,288.9008213500577,264.93456021562565
0,5,1,0,2,0,12,530.2239212180372,951.0598042835952
0,5,1,0,2,1,12,403.81221235648775,715.2853771108332
0,5,1,0,2,2,12,303.7227228847095,687.9919471232386
0,5,1,0,2,3,12,225.12509065588947,770.8467695931333
0,5,1,1,0,0,12,516.4598910677512,75.9105033837923
0,5,1,1,0,1,12,505.8373822840524,45.93023957061511
0,5,1,1,0,2,12,1634.296343129996,175837637038658.6
0,5,1,1,0,3,12,363.57132208876095,41.45240356163776
0,5,1,1,1,0,12,465.3062944379182,323.926894304886
0,5,1,1,1,1,12,448.8970444206532,268.0721919834365
0,5,1,1,1,2,12,406.111120679161,99034107802620.83
0,5,1,1,1,3,12,281.3660998209527,763.4572999078133
0,5,1,1,2,0,12,426.7973103060109,456.4733887870005
0,5,1,1,2,1,12,400.03390516672,500.1961276074285
0,5,1,1,2,2,12,306.9349247217184,882.5212040263334
0,5,1,1,2,3,12,220.98242537045365,1141.340724241139
0,5,1,2,0,0,12,447.7826642668505,46.41600992804628
0,5,1,2,0,1,12,449.78266145321476,46.44159427386308
0,5,1,2,0,2,12,1336.4079015384332,420106743652167.56
0,5,1,2,0,3,12,364.74657345714746,194.7477789158858
0,5,1,2,1,0,12,392.8555340972303,352.8911440107304
0,5,1,2,1,1,12,387.2882897184131,170.01988098457718
0,5,1,2,1,2,12,348.5257332904895,904591269844650.5
0,5,1,2,1,3,12,287.4745298400934,356.25224158076185
